order_id,user_id,product_id,category,rating,sentiment,review_date
ORD103901,465,P0010,Laptop & Accessory,4,positive,2026-07-01
ORD114461,4058,P0006,Laptop & Accessory,4,positive,2026-05-17
ORD106592,570,P0022,Mobile Phone,5,positive,2025-12-31
ORD119162,3627,P0019,Mobile Phone,2,negative,2026-04-09
ORD115473,112,P0018,Mobile Phone,5,positive,2026-08-20
ORD107391,2134,P0003,Laptop & Accessory,5,positive,2025-09-02
ORD109044,941,P0022,Mobile Phone,5,positive,2026-08-25
ORD118873,2218,P0013,Mobile Phone,5,positive,2026-01-07
ORD104654,1036,P0018,Mobile Phone,5,positive,2026-01-05
ORD106891,959,P0037,Fashion,4,positive,2026-03-08
ORD121250,4335,P0031,Household,4,positive,2026-06-10
ORD114891,297,P0011,Laptop & Accessory,4,positive,2025-11-08
ORD120922,2191,P0018,Mobile Phone,4,positive,2025-09-24
ORD123127,4129,P0025,Household,5,positive,2026-05-19
ORD108276,2696,P0042,Fashion,5,positive,2025-12-22
ORD103073,1776,P0018,Mobile Phone,5,positive,2026-01-05
ORD123394,466,P0018,Mobile Phone,4,positive,2026-07-30
ORD110065,2964,P0035,Household,4,positive,2026-06-23
ORD117713,3125,P0001,Laptop & Accessory,3,neutral,2026-06-05
ORD124366,1798,P0001,Laptop & Accessory,5,positive,2026-05-12
ORD117387,2641,P0029,Household,4,positive,2025-09-24
ORD111546,307,P0020,Mobile Phone,5,positive,2025-09-04
ORD101139,1773,P0023,Mobile Phone,4,positive,2025-08-14
ORD106030,719,P0010,Laptop & Accessory,4,positive,2026-08-04
ORD103723,718,P0012,Laptop & Accessory,4,positive,2025-09-16
ORD111600,375,P0030,Household,4,positive,2026-04-12
ORD110975,4215,P0069,Grocery,4,positive,2025-09-26
ORD122080,719,P0056,Others,4,positive,2026-06-20
ORD111435,2262,P0018,Mobile Phone,4,positive,2026-02-17
ORD112392,1198,P0005,Laptop & Accessory,5,positive,2025-11-17
ORD100603,1702,P0019,Mobile Phone,4,positive,2025-11-12
ORD116780,1842,P0065,Grocery,5,positive,2026-08-07
ORD113660,2135,P0008,Laptop & Accessory,4,positive,2025-10-22
ORD110450,1140,P0010,Laptop & Accessory,4,positive,2025-11-14
ORD114524,144,P0010,Laptop & Accessory,3,neutral,2026-03-31
ORD113038,296,P0021,Mobile Phone,5,positive,2026-05-10
ORD114739,306,P0003,Laptop & Accessory,5,positive,2025-12-06
ORD125474,1784,P0058,Others,5,positive,2026-01-18
ORD107608,2155,P0006,Laptop & Accessory,3,neutral,2026-08-27
ORD114765,1707,P0010,Laptop & Accessory,4,positive,2026-05-18
ORD121982,2481,P0018,Mobile Phone,5,positive,2025-09-15
ORD120324,314,P0038,Fashion,4,positive,2025-08-28
ORD117957,3065,P0008,Laptop & Accessory,4,positive,2026-07-24
ORD105359,3739,P0043,Fashion,4,positive,2025-10-01
ORD111001,4297,P0007,Laptop & Accessory,5,positive,2025-12-09
ORD121414,2605,P0013,Mobile Phone,4,positive,2025-09-25
ORD108878,2180,P0018,Mobile Phone,4,positive,2025-11-06
ORD115863,3117,P0029,Household,3,neutral,2025-09-02
ORD117728,2906,P0023,Mobile Phone,4,positive,2026-05-19
ORD111351,3771,P0035,Household,4,positive,2026-05-23
ORD106940,1024,P0005,Laptop & Accessory,5,positive,2026-06-27
ORD107002,2397,P0037,Fashion,4,positive,2025-11-12
ORD109274,2256,P0022,Mobile Phone,4,positive,2025-12-18
ORD106853,483,P0018,Mobile Phone,4,positive,2026-05-12
ORD102485,3117,P0069,Grocery,4,positive,2026-02-19
ORD117490,385,P0010,Laptop & Accessory,4,positive,2026-02-25
ORD115755,4173,P0007,Laptop & Accessory,5,positive,2026-05-06
ORD102459,3933,P0013,Mobile Phone,4,positive,2026-02-05
ORD116985,176,P0005,Laptop & Accessory,5,positive,2025-09-04
ORD101111,2345,P0020,Mobile Phone,4,positive,2026-03-06
ORD103472,2015,P0065,Grocery,2,negative,2026-03-30
ORD116890,282,P0023,Mobile Phone,4,positive,2026-07-05
ORD124701,4271,P0045,Fashion,4,positive,2025-09-14
ORD107829,577,P0043,Fashion,4,positive,2025-11-04
ORD115180,497,P0002,Laptop & Accessory,4,positive,2026-06-19
ORD106856,2373,P0018,Mobile Phone,5,positive,2025-11-15
ORD104777,1064,P0010,Laptop & Accessory,4,positive,2025-11-30
ORD103310,3631,P0029,Household,4,positive,2025-09-23
ORD122340,1400,P0008,Laptop & Accessory,5,positive,2026-04-04
ORD115987,3589,P0045,Fashion,5,positive,2026-05-21
ORD117805,1338,P0008,Laptop & Accessory,5,positive,2026-06-21
ORD103139,688,P0042,Fashion,5,positive,2025-11-30
ORD114689,3944,P0018,Mobile Phone,5,positive,2026-04-12
ORD115924,1842,P0014,Mobile Phone,4,positive,2026-02-28
ORD119473,1409,P0013,Mobile Phone,4,positive,2026-01-10
ORD105965,1312,P0013,Mobile Phone,5,positive,2026-02-17
ORD122873,351,P0014,Mobile Phone,4,positive,2025-11-07
ORD125503,816,P0001,Laptop & Accessory,5,positive,2026-06-03
ORD113964,2184,P0022,Mobile Phone,4,positive,2026-01-29
ORD108494,3574,P0006,Laptop & Accessory,3,neutral,2026-05-16
ORD109744,180,P0007,Laptop & Accessory,4,positive,2026-01-17
ORD106759,1531,P0016,Mobile Phone,4,positive,2025-08-16
ORD100609,738,P0011,Laptop & Accessory,4,positive,2025-08-12
ORD115355,1644,P0013,Mobile Phone,4,positive,2026-08-11
ORD124977,2279,P0021,Mobile Phone,4,positive,2026-06-18
ORD101526,278,P0039,Fashion,4,positive,2025-08-16
ORD113733,1548,P0010,Laptop & Accessory,4,positive,2026-01-10
ORD111192,529,P0042,Fashion,3,neutral,2026-02-10
ORD121608,4069,P0030,Household,4,positive,2025-10-11
ORD103239,805,P0010,Laptop & Accessory,4,positive,2026-06-13
ORD119014,1678,P0002,Laptop & Accessory,3,neutral,2026-05-14
ORD113718,1803,P0029,Household,2,negative,2026-06-05
ORD114337,2043,P0024,Mobile Phone,5,positive,2026-06-18
ORD118849,4381,P0017,Mobile Phone,4,positive,2026-05-07
ORD108447,3781,P0067,Grocery,4,positive,2026-07-28
ORD121620,504,P0038,Fashion,5,positive,2026-03-09
ORD117717,68,P0046,Fashion,4,positive,2026-08-17
ORD108630,3789,P0027,Household,5,positive,2026-06-17
ORD115798,4368,P0030,Household,3,neutral,2026-02-17
ORD106338,786,P0045,Fashion,4,positive,2025-10-16
ORD121098,1633,P0010,Laptop & Accessory,5,positive,2026-06-24
ORD108380,3001,P0022,Mobile Phone,4,positive,2026-04-19
ORD115657,2629,P0006,Laptop & Accessory,4,positive,2026-04-21
ORD123226,413,P0004,Laptop & Accessory,4,positive,2026-08-24
ORD118930,2609,P0041,Fashion,3,neutral,2026-05-05
ORD118547,791,P0008,Laptop & Accessory,5,positive,2025-11-15
ORD106578,3174,P0030,Household,4,positive,2026-04-06
ORD103620,2453,P0018,Mobile Phone,5,positive,2026-05-01
ORD110628,2156,P0027,Household,4,positive,2025-11-05
ORD115108,1691,P0010,Laptop & Accessory,4,positive,2026-07-29
ORD108018,619,P0004,Laptop & Accessory,3,neutral,2026-07-14
ORD109614,3923,P0010,Laptop & Accessory,4,positive,2026-06-15
ORD109834,1109,P0038,Fashion,4,positive,2025-08-04
ORD107284,1915,P0008,Laptop & Accessory,5,positive,2026-02-05
ORD123417,1775,P0012,Laptop & Accessory,5,positive,2025-11-04
ORD107415,333,P0038,Fashion,5,positive,2026-05-08
ORD115103,100,P0009,Laptop & Accessory,4,positive,2025-09-16
ORD113832,1884,P0008,Laptop & Accessory,4,positive,2026-01-03
ORD103278,2615,P0046,Fashion,4,positive,2025-10-02
ORD114436,1974,P0009,Laptop & Accessory,4,positive,2026-01-06
ORD102870,2689,P0029,Household,4,positive,2025-11-04
ORD102584,1106,P0006,Laptop & Accessory,4,positive,2026-09-01
ORD108094,1870,P0053,Others,5,positive,2026-07-15
ORD125470,3617,P0013,Mobile Phone,4,positive,2026-08-05
ORD123155,1492,P0010,Laptop & Accessory,4,positive,2026-01-31
ORD108077,69,P0046,Fashion,3,neutral,2025-08-07
ORD101920,845,P0008,Laptop & Accessory,5,positive,2025-11-17
ORD108896,198,P0003,Laptop & Accessory,4,positive,2026-02-03
ORD119729,3147,P0029,Household,4,positive,2026-04-16
ORD106050,2136,P0012,Laptop & Accessory,4,positive,2025-09-07
ORD117171,434,P0031,Household,3,neutral,2026-05-01
ORD123006,3661,P0020,Mobile Phone,4,positive,2025-10-21
ORD110970,981,P0042,Fashion,5,positive,2026-08-05
ORD102689,3340,P0012,Laptop & Accessory,3,neutral,2026-04-14
ORD123653,4416,P0018,Mobile Phone,5,positive,2026-03-15
ORD100631,4353,P0013,Mobile Phone,5,positive,2026-04-29
ORD121188,1614,P0018,Mobile Phone,3,neutral,2025-08-12
ORD103479,1874,P0010,Laptop & Accessory,4,positive,2025-12-31
ORD103649,2955,P0006,Laptop & Accessory,4,positive,2025-11-18
ORD116879,303,P0006,Laptop & Accessory,4,positive,2026-05-28
ORD123144,2671,P0029,Household,4,positive,2025-11-15
ORD117768,364,P0029,Household,3,neutral,2026-04-14
ORD111569,2302,P0035,Household,4,positive,2025-08-07
ORD117504,2139,P0023,Mobile Phone,5,positive,2026-05-08
ORD110299,2700,P0046,Fashion,4,positive,2025-10-22
ORD124763,2171,P0013,Mobile Phone,4,positive,2026-06-15
ORD124032,1428,P0044,Fashion,3,neutral,2026-03-07
ORD108150,3425,P0018,Mobile Phone,3,neutral,2025-09-28
ORD118451,2778,P0059,Others,3,neutral,2026-07-04
ORD119232,313,P0010,Laptop & Accessory,4,positive,2026-08-08
ORD117841,3243,P0010,Laptop & Accessory,5,positive,2026-01-07
ORD106550,735,P0005,Laptop & Accessory,4,positive,2026-06-21
ORD112073,3792,P0043,Fashion,5,positive,2025-11-22
ORD106571,1776,P0021,Mobile Phone,4,positive,2026-05-17
ORD113110,3325,P0001,Laptop & Accessory,5,positive,2026-07-21
ORD122931,4240,P0026,Household,4,positive,2026-06-04
ORD102129,659,P0063,Grocery,4,positive,2025-09-03
ORD101915,412,P0037,Fashion,4,positive,2026-06-03
ORD119840,741,P0018,Mobile Phone,4,positive,2026-07-16
ORD109128,1391,P0055,Others,5,positive,2026-04-06
ORD122010,2796,P0026,Household,5,positive,2025-10-24
ORD101844,1584,P0004,Laptop & Accessory,5,positive,2026-08-07
ORD100222,3906,P0054,Others,4,positive,2026-05-28
ORD125394,3756,P0029,Household,4,positive,2026-06-15
ORD100953,1705,P0010,Laptop & Accessory,4,positive,2025-09-15
ORD115170,4337,P0019,Mobile Phone,4,positive,2025-11-06
ORD109540,3932,P0013,Mobile Phone,4,positive,2026-05-31
ORD111108,3684,P0014,Mobile Phone,5,positive,2025-10-11
ORD112142,175,P0009,Laptop & Accessory,3,neutral,2026-07-28
ORD108646,118,P0043,Fashion,4,positive,2026-06-25
ORD103143,3838,P0008,Laptop & Accessory,4,positive,2026-04-22
ORD120789,565,P0006,Laptop & Accessory,5,positive,2025-11-07
ORD107407,257,P0013,Mobile Phone,5,positive,2025-10-06
ORD110283,1887,P0031,Household,4,positive,2026-06-10
ORD125662,211,P0023,Mobile Phone,4,positive,2026-03-28
ORD121999,591,P0001,Laptop & Accessory,4,positive,2026-04-21
ORD107796,2012,P0045,Fashion,5,positive,2026-04-27
ORD111734,3401,P0046,Fashion,4,positive,2026-06-26
ORD113839,1725,P0021,Mobile Phone,3,neutral,2025-08-29
ORD122973,21,P0058,Others,4,positive,2026-08-16
ORD123085,370,P0010,Laptop & Accessory,4,positive,2026-08-13
ORD104528,526,P0008,Laptop & Accessory,4,positive,2025-09-05
ORD125340,704,P0026,Household,4,positive,2026-05-20
ORD108696,1501,P0001,Laptop & Accessory,5,positive,2026-04-01
ORD104175,2500,P0030,Household,4,positive,2026-06-04
ORD121292,853,P0010,Laptop & Accessory,4,positive,2026-06-04
ORD103753,1336,P0011,Laptop & Accessory,4,positive,2025-10-08
ORD113951,2593,P0023,Mobile Phone,4,positive,2026-06-02
ORD110958,3856,P0010,Laptop & Accessory,3,neutral,2026-03-13
ORD109331,3434,P0033,Household,3,neutral,2026-05-07
ORD115633,3360,P0006,Laptop & Accessory,4,positive,2026-08-06
ORD116682,2532,P0006,Laptop & Accessory,4,positive,2026-08-02
ORD100933,2401,P0009,Laptop & Accessory,5,positive,2026-07-14
ORD114707,2537,P0010,Laptop & Accessory,4,positive,2025-11-08
ORD101538,2843,P0015,Mobile Phone,3,neutral,2025-11-27
ORD125281,552,P0069,Grocery,3,neutral,2026-08-21
ORD107724,1023,P0010,Laptop & Accessory,4,positive,2025-10-20
ORD125443,4048,P0009,Laptop & Accessory,4,positive,2026-06-08
ORD103038,696,P0004,Laptop & Accessory,4,positive,2025-08-20
ORD102941,4083,P0024,Mobile Phone,4,positive,2025-08-29
ORD122977,2782,P0023,Mobile Phone,5,positive,2026-01-27
ORD119806,749,P0010,Laptop & Accessory,5,positive,2025-11-08
ORD118922,2468,P0018,Mobile Phone,4,positive,2025-08-27
ORD116251,3152,P0026,Household,4,positive,2026-08-26
ORD114975,985,P0010,Laptop & Accessory,5,positive,2025-11-18
ORD109045,3808,P0065,Grocery,4,positive,2025-09-24
ORD120024,1345,P0026,Household,4,positive,2026-06-17
ORD103333,1831,P0006,Laptop & Accessory,4,positive,2026-06-25
ORD106114,539,P0001,Laptop & Accessory,5,positive,2026-01-06
ORD108445,2475,P0012,Laptop & Accessory,4,positive,2025-11-12
ORD110515,3522,P0065,Grocery,3,neutral,2025-08-20
ORD110562,2776,P0038,Fashion,4,positive,2026-05-28
ORD118531,1193,P0069,Grocery,4,positive,2025-11-26
ORD107752,2250,P0008,Laptop & Accessory,5,positive,2025-09-13
ORD105193,885,P0045,Fashion,4,positive,2026-06-19
ORD103197,504,P0047,Fashion,4,positive,2025-08-28
ORD103948,420,P0041,Fashion,4,positive,2026-04-09
ORD121814,427,P0010,Laptop & Accessory,4,positive,2026-06-13
ORD117660,3828,P0010,Laptop & Accessory,3,neutral,2025-09-05
ORD124343,1530,P0032,Household,4,positive,2025-11-10
ORD114532,2029,P0020,Mobile Phone,5,positive,2026-08-13
ORD104506,1042,P0055,Others,3,neutral,2025-11-11
ORD112680,2293,P0018,Mobile Phone,4,positive,2025-11-11
ORD115190,620,P0037,Fashion,5,positive,2025-11-08
ORD121515,2117,P0007,Laptop & Accessory,4,positive,2026-06-21
ORD123616,1576,P0014,Mobile Phone,4,positive,2025-11-08
ORD125037,74,P0044,Fashion,5,positive,2026-01-07
ORD102428,427,P0004,Laptop & Accessory,5,positive,2025-11-14
ORD105302,1903,P0010,Laptop & Accessory,5,positive,2025-10-09
ORD106955,15,P0046,Fashion,4,positive,2026-02-25
ORD100100,3251,P0006,Laptop & Accessory,4,positive,2025-12-10
ORD122303,3639,P0023,Mobile Phone,4,positive,2025-12-12
ORD104332,3374,P0012,Laptop & Accessory,4,positive,2026-05-20
ORD119907,4307,P0036,Household,4,positive,2026-04-30
ORD117505,1245,P0012,Laptop & Accessory,4,positive,2025-08-21
ORD124615,570,P0014,Mobile Phone,4,positive,2025-10-08
ORD104568,1308,P0004,Laptop & Accessory,3,neutral,2026-08-18
ORD100424,2612,P0023,Mobile Phone,5,positive,2026-05-26
ORD124593,662,P0010,Laptop & Accessory,4,positive,2025-09-30
ORD120270,1028,P0024,Mobile Phone,5,positive,2026-08-21
ORD110263,192,P0010,Laptop & Accessory,4,positive,2026-07-15
ORD117727,1570,P0038,Fashion,4,positive,2025-11-05
ORD117855,3770,P0047,Fashion,5,positive,2026-08-13
ORD108922,3707,P0055,Others,4,positive,2025-11-17
ORD115354,992,P0037,Fashion,4,positive,2025-11-09
ORD108029,277,P0059,Others,4,positive,2025-10-20
ORD101314,2769,P0037,Fashion,4,positive,2025-11-16
ORD119882,3634,P0022,Mobile Phone,4,positive,2025-09-27
ORD125076,2957,P0018,Mobile Phone,3,neutral,2025-11-26
ORD102452,656,P0069,Grocery,5,positive,2026-03-11
ORD103760,718,P0005,Laptop & Accessory,4,positive,2025-08-28
ORD104713,3003,P0068,Grocery,4,positive,2025-11-13
ORD125815,100,P0029,Household,5,positive,2025-11-14
ORD102529,111,P0010,Laptop & Accessory,3,neutral,2026-06-13
ORD109205,1161,P0036,Household,4,positive,2025-08-19
ORD120513,3937,P0010,Laptop & Accessory,4,positive,2026-01-25
ORD119127,3010,P0007,Laptop & Accessory,4,positive,2026-07-01
ORD104614,1696,P0010,Laptop & Accessory,5,positive,2026-03-19
ORD115892,3369,P0013,Mobile Phone,4,positive,2026-07-03
ORD120028,3591,P0021,Mobile Phone,4,positive,2026-05-20
ORD114409,951,P0010,Laptop & Accessory,4,positive,2025-10-28
ORD121048,551,P0010,Laptop & Accessory,4,positive,2026-02-01
ORD102549,288,P0024,Mobile Phone,4,positive,2026-08-07
ORD116949,1461,P0010,Laptop & Accessory,3,neutral,2026-05-08
ORD122029,1805,P0018,Mobile Phone,5,positive,2025-11-10
ORD102178,2967,P0069,Grocery,3,neutral,2026-03-20
ORD123623,618,P0027,Household,3,neutral,2025-08-04
ORD119019,3129,P0010,Laptop & Accessory,5,positive,2025-08-19
ORD101863,4298,P0005,Laptop & Accessory,5,positive,2025-08-18
ORD119740,1254,P0037,Fashion,4,positive,2025-09-05
ORD104721,920,P0031,Household,4,positive,2026-05-19
ORD103435,3743,P0029,Household,3,neutral,2025-11-05
ORD103029,349,P0031,Household,3,neutral,2026-03-03
ORD110837,3801,P0018,Mobile Phone,4,positive,2025-12-29
ORD122695,1766,P0069,Grocery,5,positive,2025-12-01
ORD123788,1910,P0016,Mobile Phone,5,positive,2025-11-15
ORD107831,2325,P0018,Mobile Phone,4,positive,2026-08-22
ORD112327,2961,P0030,Household,4,positive,2026-02-25
ORD124962,4143,P0029,Household,3,neutral,2025-11-18
ORD109932,2452,P0008,Laptop & Accessory,4,positive,2025-12-28
ORD122905,2067,P0021,Mobile Phone,4,positive,2025-11-30
ORD105632,3827,P0012,Laptop & Accessory,3,neutral,2025-09-18
ORD103433,3099,P0026,Household,4,positive,2026-06-29
ORD114733,3958,P0021,Mobile Phone,4,positive,2026-01-03
ORD103748,1314,P0008,Laptop & Accessory,5,positive,2025-11-25
ORD122396,2940,P0028,Household,4,positive,2026-01-05
ORD120957,1109,P0042,Fashion,4,positive,2026-07-11
ORD107463,2231,P0008,Laptop & Accessory,4,positive,2026-08-20
ORD114329,1656,P0067,Grocery,4,positive,2026-03-01
ORD122207,1381,P0038,Fashion,5,positive,2026-02-17
ORD106683,422,P0010,Laptop & Accessory,4,positive,2026-08-08
ORD108893,2388,P0016,Mobile Phone,4,positive,2025-12-11
ORD116350,4425,P0069,Grocery,4,positive,2025-10-15
ORD122948,2234,P0042,Fashion,5,positive,2025-11-15
ORD100060,2416,P0017,Mobile Phone,4,positive,2025-11-17
ORD116667,2056,P0014,Mobile Phone,4,positive,2025-11-13
ORD102317,3026,P0029,Household,4,positive,2025-08-11
ORD123420,708,P0017,Mobile Phone,3,neutral,2025-11-12
ORD123305,1566,P0005,Laptop & Accessory,4,positive,2026-03-02
ORD125560,1082,P0036,Household,5,positive,2026-06-18
ORD121864,2594,P0018,Mobile Phone,4,positive,2026-05-18
ORD125437,1070,P0004,Laptop & Accessory,4,positive,2025-11-10
ORD120337,2202,P0058,Others,4,positive,2026-03-05
ORD110308,2802,P0010,Laptop & Accessory,4,positive,2026-07-15
ORD105599,557,P0010,Laptop & Accessory,4,positive,2026-06-15
ORD111294,3611,P0019,Mobile Phone,3,neutral,2025-11-12
ORD114729,2098,P0016,Mobile Phone,3,neutral,2026-01-08
ORD101841,2117,P0004,Laptop & Accessory,4,positive,2026-01-24
ORD110439,1105,P0002,Laptop & Accessory,4,positive,2025-11-11
ORD112000,1631,P0024,Mobile Phone,4,positive,2026-01-02
ORD121848,2243,P0018,Mobile Phone,4,positive,2026-05-29
ORD100252,22,P0024,Mobile Phone,3,neutral,2025-10-11
ORD101494,4367,P0017,Mobile Phone,4,positive,2026-06-14
ORD114867,284,P0006,Laptop & Accessory,4,positive,2026-06-04
ORD118151,302,P0011,Laptop & Accessory,5,positive,2026-02-15
ORD122881,42,P0006,Laptop & Accessory,3,neutral,2025-11-13
ORD106070,579,P0006,Laptop & Accessory,5,positive,2026-02-06
ORD117972,3244,P0008,Laptop & Accessory,5,positive,2026-02-22
ORD108745,4286,P0028,Household,4,positive,2025-12-09
ORD106974,2157,P0012,Laptop & Accessory,5,positive,2026-02-17
ORD120109,406,P0009,Laptop & Accessory,3,neutral,2026-06-19
ORD114560,23,P0069,Grocery,4,positive,2026-06-07
ORD103123,322,P0008,Laptop & Accessory,4,positive,2026-02-14
ORD103636,923,P0025,Household,5,positive,2025-12-05
ORD105259,487,P0010,Laptop & Accessory,4,positive,2025-10-01
ORD121699,3379,P0034,Household,5,positive,2025-08-27
ORD116356,3897,P0045,Fashion,3,neutral,2026-05-10
ORD114718,3467,P0026,Household,4,positive,2026-07-18
ORD110514,825,P0014,Mobile Phone,4,positive,2026-02-13
ORD113981,1578,P0013,Mobile Phone,4,positive,2025-11-17
ORD110610,2442,P0046,Fashion,4,positive,2026-05-03
ORD110949,1039,P0010,Laptop & Accessory,3,neutral,2026-03-17
ORD108642,1666,P0004,Laptop & Accessory,4,positive,2025-11-10
ORD109790,3854,P0015,Mobile Phone,5,positive,2025-12-18
ORD123464,2102,P0058,Others,4,positive,2026-08-01
ORD109074,2685,P0006,Laptop & Accessory,4,positive,2025-12-23
ORD120059,1772,P0018,Mobile Phone,5,positive,2025-10-01
ORD113636,1014,P0047,Fashion,5,positive,2025-11-11
ORD109804,1018,P0003,Laptop & Accessory,5,positive,2025-10-21
ORD108719,3218,P0029,Household,4,positive,2026-08-13
ORD121436,2781,P0044,Fashion,3,neutral,2025-10-21
ORD122084,1070,P0006,Laptop & Accessory,4,positive,2026-06-22
ORD119502,763,P0046,Fashion,5,positive,2026-08-15
ORD118809,2040,P0013,Mobile Phone,4,positive,2026-02-08
ORD108248,2707,P0037,Fashion,5,positive,2026-04-16
ORD110749,472,P0028,Household,4,positive,2025-10-03
ORD101543,3418,P0002,Laptop & Accessory,4,positive,2026-07-28
ORD119841,1860,P0015,Mobile Phone,4,positive,2026-08-21
ORD104820,95,P0007,Laptop & Accessory,3,neutral,2026-07-15
ORD103014,2262,P0050,Others,5,positive,2026-01-07
ORD111922,1356,P0007,Laptop & Accessory,5,positive,2026-06-20
ORD111256,3283,P0067,Grocery,4,positive,2025-08-21
ORD106389,189,P0008,Laptop & Accessory,4,positive,2025-09-21
ORD101827,1737,P0002,Laptop & Accessory,5,positive,2026-07-30
ORD116127,382,P0033,Household,4,positive,2025-08-07
ORD116654,2173,P0018,Mobile Phone,5,positive,2026-08-07
ORD108062,1381,P0039,Fashion,4,positive,2026-07-29
ORD102853,928,P0013,Mobile Phone,4,positive,2026-01-12
ORD116502,2973,P0010,Laptop & Accessory,5,positive,2026-04-05
ORD124384,3568,P0059,Others,3,neutral,2025-11-16
ORD105934,2989,P0015,Mobile Phone,3,neutral,2026-06-17
ORD112815,567,P0022,Mobile Phone,4,positive,2025-11-27
ORD103254,4282,P0021,Mobile Phone,5,positive,2026-01-07
ORD103670,203,P0010,Laptop & Accessory,5,positive,2026-08-26
ORD121074,4445,P0018,Mobile Phone,4,positive,2026-07-08
ORD116180,1172,P0049,Others,5,positive,2025-12-28
ORD109047,1642,P0035,Household,5,positive,2026-06-24
ORD100395,3199,P0020,Mobile Phone,2,negative,2026-04-16
ORD107629,2037,P0020,Mobile Phone,4,positive,2025-11-12
ORD110887,2255,P0022,Mobile Phone,4,positive,2026-03-28
ORD112738,1699,P0024,Mobile Phone,5,positive,2026-07-25
