order_id,user_id,product_id,category,qty,unit_price,paid_amount,discount,order_date,channel,warehouse_dist,city_level,delivery_days,status
ORD100098,1615,P0020,Mobile Phone,1,4980.0,4980.0,0.0,2025-12-01,App,7,1,2,delivered
ORD100099,2999,P0008,Laptop & Accessory,1,2433.6,2433.6,0.28,2025-11-15,App,34,1,5,delivered
ORD100100,3251,P0006,Laptop & Accessory,2,1596.0,3192.0,0.3,2025-12-07,App,6,1,2,delivered
ORD100101,655,P0069,Grocery,4,10.0,40.0,0.0,2026-04-28,App,31,1,5,delivered
ORD100102,290,P0037,Fashion,3,113.4,340.2,0.19,2025-11-11,App,15,1,3,delivered
ORD100103,546,P0008,Laptop & Accessory,1,3042.0,3042.0,0.1,2026-08-06,Web,14,3,3,delivered
ORD100104,4407,P0006,Laptop & Accessory,2,2052.0,4104.0,0.1,2026-07-22,App,14,1,3,delivered
ORD100105,991,P0037,Fashion,3,112.0,336.0,0.2,2026-01-24,Web,16,3,4,delivered
ORD100106,1453,P0060,Others,2,477.9,955.8,0.19,2025-11-15,App,32,3,4,delivered
ORD100107,191,P0018,Mobile Phone,2,945.0,1890.0,0.1,2026-02-18,App,13,1,3,delivered
ORD100108,3281,P0020,Mobile Phone,1,2988.0,2988.0,0.4,2026-06-21,App,12,1,3,delivered
ORD100109,1543,P0018,Mobile Phone,2,945.0,1890.0,0.1,2026-04-13,App,13,1,2,delivered
ORD100110,235,P0020,Mobile Phone,1,3585.6,3585.6,0.28,2026-06-14,App,12,3,2,delivered
ORD100111,1666,P0010,Laptop & Accessory,2,408.0,816.0,0.4,2026-02-16,App,17,1,3,delivered
ORD100112,2861,P0023,Mobile Phone,1,4910.0,4910.0,0.0,2026-04-04,MiniProgram,33,3,4,delivered
ORD100113,1666,P0012,Laptop & Accessory,1,2851.2,2851.2,0.19,2025-11-10,App,17,1,1,delivered
ORD100114,4308,P0020,Mobile Phone,1,4482.0,4482.0,0.1,2026-05-21,MiniProgram,16,3,4,delivered
ORD100115,3759,P0017,Mobile Phone,1,3641.4,3641.4,0.37,2025-11-01,Web,16,1,3,delivered
ORD100116,1839,P0003,Laptop & Accessory,1,5536.0,5536.0,0.2,2026-05-02,Web,17,3,4,delivered
ORD100117,4118,P0019,Mobile Phone,1,4752.0,4752.0,0.2,2026-06-26,App,11,3,3,delivered
ORD100118,3441,P0041,Fashion,3,273.0,819.0,0.3,2025-09-30,App,6,1,3,delivered
ORD100119,1170,P0018,Mobile Phone,2,1050.0,2100.0,0.0,2026-03-26,App,25,1,4,delivered
ORD100120,3162,P0034,Household,3,870.0,2610.0,0.0,2025-09-13,App,7,2,2,delivered
ORD100121,1794,P0018,Mobile Phone,2,840.0,1680.0,0.2,2026-05-17,Web,9,1,3,delivered
ORD100122,2005,P0006,Laptop & Accessory,1,2280.0,2280.0,0.0,2025-09-08,App,8,3,4,delivered
ORD100123,1869,P0025,Household,2,693.0,1386.0,0.1,2026-07-31,App,15,1,3,delivered
ORD100124,3382,P0007,Laptop & Accessory,1,7500.0,7500.0,0.0,2025-10-03,App,9,1,3,delivered
ORD100125,3982,P0010,Laptop & Accessory,3,680.0,2040.0,0.0,2026-08-10,Web,25,3,4,delivered
ORD100126,1007,P0057,Others,3,178.2,534.6,0.19,2026-06-13,App,25,1,3,delivered
ORD100127,2447,P0018,Mobile Phone,2,1050.0,2100.0,0.0,2026-03-16,MiniProgram,9,1,2,delivered
ORD100128,2385,P0019,Mobile Phone,1,4276.8,4276.8,0.28,2026-06-10,App,34,1,6,delayed
ORD100129,3830,P0010,Laptop & Accessory,3,489.6,1468.8,0.28,2026-06-13,App,9,1,3,delivered
ORD100130,1537,P0018,Mobile Phone,3,945.0,2835.0,0.1,2026-08-04,App,15,1,2,delivered
ORD100131,556,P0029,Household,4,50.4,201.6,0.28,2025-11-07,App,13,1,2,delivered
ORD100132,583,P0038,Fashion,3,171.0,513.0,0.1,2026-03-15,App,14,3,4,delivered
ORD100133,129,P0010,Laptop & Accessory,3,476.0,1428.0,0.3,2025-09-13,App,9,3,3,delivered
ORD100134,282,P0046,Fashion,3,100.0,300.0,0.0,2026-03-27,App,9,1,2,delivered
ORD100135,956,P0061,Grocery,4,170.0,680.0,0.0,2025-10-18,Web,7,1,2,delivered
ORD100136,285,P0004,Laptop & Accessory,1,2532.0,2532.0,0.4,2026-03-03,App,9,1,4,delivered
ORD100137,3757,P0018,Mobile Phone,3,945.0,2835.0,0.1,2026-03-07,App,12,1,3,delivered
ORD100138,1134,P0002,Laptop & Accessory,1,4459.0,4459.0,0.3,2026-01-17,Web,36,1,5,delivered
ORD100139,1172,P0069,Grocery,3,10.0,30.0,0.0,2026-02-12,Web,8,1,4,delivered
ORD100140,3084,P0006,Laptop & Accessory,2,2280.0,4560.0,0.0,2026-06-03,App,32,3,5,delivered
ORD100141,956,P0045,Fashion,3,280.8,842.4,0.28,2026-06-13,Web,7,1,3,delivered
ORD100142,2871,P0014,Mobile Phone,1,4552.0,4552.0,0.2,2026-01-29,Web,32,1,3,delivered
ORD100143,3531,P0027,Household,3,468.0,1404.0,0.1,2026-03-19,App,8,1,2,delivered
ORD100144,1125,P0037,Fashion,3,126.0,378.0,0.1,2026-07-29,App,14,3,4,delivered
ORD100145,1678,P0009,Laptop & Accessory,1,6363.0,6363.0,0.1,2025-09-25,App,7,1,2,delivered
ORD100146,1014,P0046,Fashion,3,90.0,270.0,0.1,2025-09-23,Web,6,1,1,delivered
ORD100147,1435,P0010,Laptop & Accessory,3,612.0,1836.0,0.1,2025-09-10,App,32,3,5,delivered
ORD100148,2182,P0006,Laptop & Accessory,1,2052.0,2052.0,0.1,2026-04-15,MiniProgram,33,3,5,delivered
ORD100149,1086,P0028,Household,2,312.0,624.0,0.2,2025-12-26,App,6,2,2,delivered
ORD100150,1622,P0006,Laptop & Accessory,2,1368.0,2736.0,0.4,2026-06-08,App,16,3,3,delivered
ORD100151,1749,P0007,Laptop & Accessory,1,6750.0,6750.0,0.1,2026-04-21,MiniProgram,16,1,4,delivered
ORD100152,66,P0045,Fashion,2,280.8,561.6,0.28,2025-11-16,Web,11,1,3,delivered
ORD100153,489,P0043,Fashion,3,234.0,702.0,0.1,2026-07-13,Web,14,1,3,delivered
ORD100154,2012,P0038,Fashion,3,152.0,456.0,0.2,2026-06-02,Web,15,3,3,delivered
ORD100155,6,P0013,Mobile Phone,1,1375.2,1375.2,0.28,2025-11-08,App,21,1,2,delivered
ORD100156,2804,P0010,Laptop & Accessory,3,612.0,1836.0,0.1,2025-11-30,MiniProgram,8,1,3,delivered
ORD100157,3915,P0003,Laptop & Accessory,1,6228.0,6228.0,0.1,2025-11-14,App,27,3,5,delivered
ORD100158,3069,P0018,Mobile Phone,2,840.0,1680.0,0.2,2025-10-12,Web,7,1,1,delivered
ORD100159,995,P0018,Mobile Phone,3,735.0,2205.0,0.3,2025-10-07,App,22,1,5,delivered
ORD100160,1550,P0010,Laptop & Accessory,3,612.0,1836.0,0.1,2026-07-31,App,7,1,2,delivered
ORD100161,2491,P0004,Laptop & Accessory,1,4220.0,4220.0,0.0,2026-01-04,Web,7,1,2,delivered
ORD100162,2642,P0029,Household,3,70.0,210.0,0.0,2025-12-09,App,9,1,2,delivered
ORD100163,4366,P0069,Grocery,3,8.0,24.0,0.2,2026-05-18,Web,16,3,3,delivered
ORD100164,1734,P0010,Laptop & Accessory,3,544.0,1632.0,0.2,2026-02-26,Web,7,1,3,delivered
ORD100165,718,P0030,Household,2,440.0,880.0,0.0,2026-07-31,App,15,1,4,delivered
ORD100166,1135,P0038,Fashion,3,171.0,513.0,0.1,2026-06-10,Web,7,3,1,delivered
ORD100167,4001,P0012,Laptop & Accessory,1,3168.0,3168.0,0.1,2026-01-23,Web,9,3,3,delivered
ORD100168,2405,P0029,Household,3,70.0,210.0,0.0,2025-12-06,MiniProgram,15,1,2,delivered
ORD100169,3739,P0050,Others,3,297.0,891.0,0.1,2026-08-23,App,31,1,3,delivered
ORD100170,2929,P0048,Fashion,3,340.0,1020.0,0.0,2026-05-13,App,29,2,5,delivered
ORD100171,4287,P0035,Household,2,270.0,540.0,0.0,2026-08-07,MiniProgram,8,3,3,delivered
ORD100172,1772,P0015,Mobile Phone,1,4720.0,4720.0,0.2,2025-09-24,App,7,1,3,delivered
ORD100173,4180,P0026,Household,3,232.0,696.0,0.2,2026-06-21,App,14,2,5,delivered
ORD100174,3823,P0019,Mobile Phone,1,5346.0,5346.0,0.1,2026-04-05,Web,22,1,3,delivered
ORD100175,3639,P0018,Mobile Phone,3,945.0,2835.0,0.1,2025-09-26,App,9,1,2,delivered
ORD100176,4109,P0033,Household,3,288.0,864.0,0.2,2026-03-14,MiniProgram,8,1,2,delivered
ORD100177,1900,P0060,Others,2,531.0,1062.0,0.1,2026-04-28,Web,6,3,4,delivered
ORD100178,3011,P0020,Mobile Phone,1,3486.0,3486.0,0.3,2025-08-06,App,9,1,2,delivered
ORD100179,2070,P0018,Mobile Phone,3,945.0,2835.0,0.1,2026-01-11,MiniProgram,23,1,4,delivered
ORD100180,3196,P0018,Mobile Phone,2,850.5,1701.0,0.19,2026-06-17,App,18,1,2,delivered
ORD100181,3118,P0042,Fashion,3,216.0,648.0,0.28,2025-11-11,App,24,1,4,delivered
ORD100182,3088,P0069,Grocery,4,9.0,36.0,0.1,2026-01-13,Web,11,1,1,delivered
ORD100183,1450,P0020,Mobile Phone,1,3486.0,3486.0,0.3,2026-01-05,App,11,1,3,delivered
ORD100184,3326,P0013,Mobile Phone,2,1719.0,3438.0,0.1,2025-11-12,App,14,1,4,delivered
ORD100185,3780,P0064,Grocery,3,42.0,126.0,0.3,2026-07-23,MiniProgram,9,1,2,delivered
ORD100186,2421,P0001,Laptop & Accessory,1,5694.3,5694.3,0.19,2026-06-10,MiniProgram,23,3,3,delivered
ORD100187,1574,P0012,Laptop & Accessory,1,3168.0,3168.0,0.1,2025-09-20,App,17,3,1,delivered
ORD100188,3690,P0013,Mobile Phone,1,1910.0,1910.0,0.0,2026-08-28,App,7,1,3,delivered
ORD100189,3210,P0005,Laptop & Accessory,1,5310.0,5310.0,0.1,2026-07-05,MiniProgram,35,1,5,delivered
ORD100190,1651,P0005,Laptop & Accessory,1,5310.0,5310.0,0.1,2025-11-10,App,25,3,4,delivered
ORD100191,2179,P0010,Laptop & Accessory,2,550.8,1101.6,0.19,2026-06-19,MiniProgram,15,1,4,delivered
ORD100192,2674,P0010,Laptop & Accessory,3,408.0,1224.0,0.4,2025-09-19,Web,14,1,3,delivered
ORD100193,2690,P0028,Household,3,390.0,1170.0,0.0,2026-08-29,App,13,1,2,delivered
ORD100194,989,P0045,Fashion,3,390.0,1170.0,0.0,2026-04-19,App,7,3,3,delivered
ORD100195,933,P0018,Mobile Phone,2,945.0,1890.0,0.1,2026-04-12,Web,9,1,3,delivered
ORD100196,3830,P0010,Laptop & Accessory,2,408.0,816.0,0.4,2025-09-11,App,9,1,3,delivered
ORD100197,4098,P0042,Fashion,3,210.0,630.0,0.3,2026-07-13,MiniProgram,16,3,5,delivered
ORD100198,1346,P0031,Household,3,144.0,432.0,0.2,2025-08-14,Web,6,1,2,delivered
ORD100199,3955,P0004,Laptop & Accessory,1,3418.2,3418.2,0.19,2025-11-05,Web,13,1,3,delivered
ORD100200,1659,P0032,Household,3,370.0,1110.0,0.0,2025-10-05,App,14,1,3,delivered
ORD100201,497,P0004,Laptop & Accessory,1,3376.0,3376.0,0.2,2026-06-09,MiniProgram,29,1,6,delayed
ORD100202,2969,P0032,Household,3,222.0,666.0,0.4,2025-10-31,App,14,3,3,delivered
ORD100203,119,P0004,Laptop & Accessory,1,2954.0,2954.0,0.3,2026-07-19,App,21,3,4,delivered
ORD100204,306,P0028,Household,3,312.0,936.0,0.2,2026-04-14,App,36,1,4,delivered
ORD100205,4121,P0010,Laptop & Accessory,3,680.0,2040.0,0.0,2025-08-17,MiniProgram,32,3,6,delayed
ORD100206,1853,P0055,Others,4,170.0,680.0,0.0,2025-08-03,App,8,2,2,delivered
ORD100207,797,P0010,Laptop & Accessory,3,680.0,2040.0,0.0,2025-08-24,Web,25,1,4,delivered
ORD100208,1685,P0015,Mobile Phone,1,5310.0,5310.0,0.1,2026-03-22,Web,17,1,3,delivered
ORD100209,2172,P0005,Laptop & Accessory,1,4779.0,4779.0,0.19,2026-06-13,App,13,1,4,delivered
ORD100210,2433,P0067,Grocery,3,45.0,135.0,0.1,2025-11-05,MiniProgram,13,1,1,delivered
ORD100211,1082,P0029,Household,3,63.0,189.0,0.1,2026-06-21,App,14,1,3,delivered
ORD100212,1309,P0046,Fashion,3,100.0,300.0,0.0,2025-08-27,App,29,1,4,delivered
ORD100213,2045,P0022,Mobile Phone,1,4572.0,4572.0,0.28,2026-06-13,App,16,3,3,delivered
ORD100214,2378,P0021,Mobile Phone,1,3408.0,3408.0,0.4,2026-07-27,App,26,1,4,delivered
ORD100215,3996,P0049,Others,3,270.0,810.0,0.1,2026-06-07,App,28,1,4,delivered
ORD100216,1324,P0003,Laptop & Accessory,1,6920.0,6920.0,0.0,2026-05-04,Web,6,3,4,delivered
ORD100217,3772,P0065,Grocery,4,21.6,86.4,0.28,2026-06-19,Web,7,1,2,delivered
ORD100218,4479,P0012,Laptop & Accessory,1,2816.0,2816.0,0.2,2025-08-19,Web,16,3,3,delivered
ORD100219,1055,P0030,Household,3,396.0,1188.0,0.1,2025-11-01,Web,12,1,2,delivered
ORD100220,71,P0004,Laptop & Accessory,1,3798.0,3798.0,0.1,2025-09-27,App,22,3,5,delivered
ORD100221,2278,P0010,Laptop & Accessory,3,612.0,1836.0,0.1,2026-02-03,App,7,1,3,delivered
ORD100222,3906,P0054,Others,3,423.0,1269.0,0.1,2026-05-25,App,15,1,2,delivered
ORD100223,135,P0010,Laptop & Accessory,3,680.0,2040.0,0.0,2026-04-03,App,28,1,5,delivered
ORD100224,570,P0018,Mobile Phone,3,1050.0,3150.0,0.0,2026-06-21,App,13,1,3,delivered
ORD100225,2620,P0010,Laptop & Accessory,3,476.0,1428.0,0.3,2025-10-11,App,8,1,3,delivered
ORD100226,3428,P0001,Laptop & Accessory,1,7030.0,7030.0,0.0,2026-05-21,Web,23,1,5,delivered
ORD100227,231,P0001,Laptop & Accessory,1,5624.0,5624.0,0.2,2025-10-28,App,9,3,2,delivered
ORD100228,1142,P0042,Fashion,3,270.0,810.0,0.1,2025-11-09,App,16,3,4,delivered
ORD100229,676,P0010,Laptop & Accessory,2,680.0,1360.0,0.0,2026-05-09,App,13,1,4,delivered
ORD100230,4284,P0013,Mobile Phone,2,1910.0,3820.0,0.0,2026-08-20,App,16,1,4,delivered
ORD100231,2652,P0001,Laptop & Accessory,1,5624.0,5624.0,0.2,2026-03-25,App,12,3,3,delivered
ORD100232,1672,P0041,Fashion,3,273.0,819.0,0.3,2025-08-25,Web,11,3,4,delivered
ORD100233,3735,P0041,Fashion,3,312.0,936.0,0.2,2026-03-27,App,26,1,4,delivered
ORD100234,1989,P0023,Mobile Phone,1,3928.0,3928.0,0.2,2025-08-20,MiniProgram,30,1,4,delivered
ORD100235,3945,P0018,Mobile Phone,3,735.0,2205.0,0.3,2026-07-07,MiniProgram,7,1,2,delivered
ORD100236,676,P0004,Laptop & Accessory,1,4220.0,4220.0,0.0,2026-05-09,Web,13,1,3,delivered
ORD100237,71,P0005,Laptop & Accessory,1,4720.0,4720.0,0.2,2025-10-19,App,22,3,5,delivered
ORD100238,1451,P0020,Mobile Phone,1,4980.0,4980.0,0.0,2025-09-12,Web,11,1,3,delivered
ORD100239,586,P0015,Mobile Phone,1,4720.0,4720.0,0.2,2025-10-24,MiniProgram,13,1,3,delivered
ORD100240,3604,P0016,Mobile Phone,1,5304.0,5304.0,0.2,2026-08-20,App,19,3,4,delivered
ORD100241,1953,P0010,Laptop & Accessory,3,612.0,1836.0,0.1,2026-01-13,App,16,3,4,delivered
ORD100242,923,P0030,Household,3,396.0,1188.0,0.1,2026-06-11,Web,14,3,4,delivered
ORD100243,3176,P0036,Household,2,660.0,1320.0,0.0,2026-04-05,App,27,3,4,delivered
ORD100244,1909,P0006,Laptop & Accessory,1,2280.0,2280.0,0.0,2026-03-07,App,16,3,2,delivered
ORD100245,1779,P0018,Mobile Phone,2,840.0,1680.0,0.2,2025-10-06,App,11,1,3,delivered
ORD100246,537,P0072,Grocery,3,150.0,450.0,0.0,2026-08-04,App,8,1,2,delivered
ORD100247,4495,P0023,Mobile Phone,1,3977.1,3977.1,0.19,2025-11-12,App,20,1,3,delivered
ORD100248,2533,P0058,Others,4,264.0,1056.0,0.2,2026-03-09,Web,14,1,3,delivered
ORD100249,3698,P0023,Mobile Phone,1,4419.0,4419.0,0.1,2026-05-04,App,16,1,2,delivered
ORD100250,3095,P0033,Household,3,288.0,864.0,0.2,2026-04-11,App,8,1,0,delivered
ORD100251,1780,P0014,Mobile Phone,1,5121.0,5121.0,0.1,2026-08-02,App,8,1,3,delivered
