user_id,product_id,behavior_type,timestamp
3803,P0001,view,2026-07-01 02:32:00
931,P0037,view,2026-07-01 02:33:00
154,P0063,view,2026-07-01 02:34:00
322,P0043,view,2026-07-01 02:35:00
3275,P0065,view,2026-07-01 02:36:00
3559,P0011,view,2026-07-01 02:37:00
1746,P0008,view,2026-07-01 02:38:00
1827,P0047,cart,2026-07-01 02:39:00
417,P0044,view,2026-07-01 02:40:00
2722,P0002,view,2026-07-01 02:41:00
2348,P0031,purchase,2026-07-01 02:42:00
939,P0038,cart,2026-07-01 02:43:00
4533,P0063,cart,2026-07-01 02:44:00
2099,P0008,view,2026-07-01 02:45:00
1838,P0029,purchase,2026-07-01 02:46:00
3742,P0024,view,2026-07-01 02:47:00
1895,P0049,view,2026-07-01 02:48:00
1621,P0060,view,2026-07-01 02:49:00
11,P0056,view,2026-07-01 02:50:00
1426,P0034,view,2026-07-01 02:51:00
4437,P0069,view,2026-07-01 02:52:00
2135,P0014,view,2026-07-01 02:53:00
2917,P0042,view,2026-07-01 02:54:00
2510,P0015,cart,2026-07-01 02:55:00
3878,P0045,view,2026-07-01 02:56:00
4001,P0065,purchase,2026-07-01 02:57:00
2721,P0015,view,2026-07-01 02:58:00
180,P0019,cart,2026-07-01 02:59:00
3844,P0007,view,2026-07-01 03:00:00
4375,P0002,view,2026-07-01 03:01:00
1843,P0027,cart,2026-07-01 03:02:00
524,P0027,cart,2026-07-01 03:03:00
1858,P0056,purchase,2026-07-01 03:04:00
2442,P0025,view,2026-07-01 03:05:00
996,P0014,view,2026-07-01 03:06:00
3450,P0002,view,2026-07-01 03:07:00
621,P0048,cart,2026-07-01 03:08:00
3992,P0021,cart,2026-07-01 03:09:00
2558,P0038,view,2026-07-01 03:10:00
1877,P0016,view,2026-07-01 03:11:00
131,P0028,view,2026-07-01 03:12:00
3763,P0021,view,2026-07-01 03:13:00
2637,P0052,view,2026-07-01 03:14:00
1157,P0015,purchase,2026-07-01 03:15:00
2345,P0057,view,2026-07-01 03:16:00
3073,P0067,view,2026-07-01 03:17:00
1418,P0031,cart,2026-07-01 03:18:00
1929,P0024,view,2026-07-01 03:19:00
3301,P0040,view,2026-07-01 03:20:00
481,P0046,view,2026-07-01 03:21:00
3792,P0028,view,2026-07-01 03:22:00
917,P0022,view,2026-07-01 03:23:00
1598,P0050,cart,2026-07-01 03:24:00
3266,P0026,view,2026-07-01 03:25:00
697,P0012,view,2026-07-01 03:26:00
1135,P0046,view,2026-07-01 03:27:00
2280,P0003,view,2026-07-01 03:28:00
3438,P0051,view,2026-07-01 03:29:00
1706,P0020,purchase,2026-07-01 03:30:00
3843,P0023,purchase,2026-07-01 03:31:00
918,P0001,view,2026-07-01 03:32:00
3879,P0047,view,2026-07-01 03:33:00
3333,P0029,cart,2026-07-01 03:34:00
754,P0003,cart,2026-07-01 03:35:00
3668,P0034,cart,2026-07-01 03:36:00
110,P0005,view,2026-07-01 03:37:00
1681,P0022,cart,2026-07-01 03:38:00
2213,P0037,view,2026-07-01 03:39:00
3077,P0001,view,2026-07-01 03:40:00
2492,P0008,cart,2026-07-01 03:41:00
3626,P0072,view,2026-07-01 03:42:00
744,P0039,view,2026-07-01 03:43:00
1610,P0043,view,2026-07-01 03:44:00
1572,P0006,view,2026-07-01 03:45:00
3850,P0056,view,2026-07-01 03:46:00
1092,P0064,cart,2026-07-01 03:47:00
841,P0047,view,2026-07-01 03:48:00
1758,P0026,view,2026-07-01 03:49:00
133,P0012,cart,2026-07-01 03:50:00
817,P0046,cart,2026-07-01 03:51:00
887,P0013,view,2026-07-01 03:52:00
1753,P0058,view,2026-07-01 03:53:00
2624,P0056,view,2026-07-01 03:54:00
3135,P0016,view,2026-07-01 03:55:00
4227,P0035,view,2026-07-01 03:56:00
1652,P0013,view,2026-07-01 03:57:00
3953,P0070,view,2026-07-01 03:58:00
3572,P0008,view,2026-07-01 03:59:00
1722,P0058,view,2026-07-01 04:00:00
2934,P0019,view,2026-07-01 04:01:00
313,P0020,purchase,2026-07-01 04:02:00
4081,P0028,view,2026-07-01 04:03:00
3027,P0017,view,2026-07-01 04:04:00
4249,P0067,cart,2026-07-01 04:05:00
152,P0028,view,2026-07-01 04:06:00
1461,P0055,cart,2026-07-01 04:07:00
2494,P0031,view,2026-07-01 04:08:00
882,P0062,cart,2026-07-01 04:09:00
3677,P0008,view,2026-07-01 04:10:00
950,P0062,view,2026-07-01 04:11:00
604,P0015,cart,2026-07-01 04:12:00
617,P0016,view,2026-07-01 04:13:00
3027,P0072,purchase,2026-07-01 04:14:00
1161,P0027,view,2026-07-01 04:15:00
3793,P0061,purchase,2026-07-01 04:16:00
2340,P0019,cart,2026-07-01 04:17:00
536,P0063,cart,2026-07-01 04:18:00
1140,P0009,view,2026-07-01 04:19:00
4330,P0045,view,2026-07-01 04:20:00
834,P0059,view,2026-07-01 04:21:00
316,P0056,cart,2026-07-01 04:22:00
98,P0044,cart,2026-07-01 04:23:00
368,P0072,view,2026-07-01 04:24:00
1209,P0068,view,2026-07-01 04:25:00
1233,P0040,view,2026-07-01 04:26:00
160,P0008,cart,2026-07-01 04:27:00
1817,P0002,view,2026-07-01 04:28:00
3577,P0036,view,2026-07-01 04:29:00
500,P0066,cart,2026-07-01 04:30:00
2092,P0011,purchase,2026-07-01 04:31:00
4487,P0072,cart,2026-07-01 04:32:00
459,P0019,cart,2026-07-01 04:33:00
2201,P0063,view,2026-07-01 04:34:00
2640,P0012,view,2026-07-01 04:35:00
1587,P0016,view,2026-07-01 04:36:00
1012,P0023,view,2026-07-01 04:37:00
3288,P0019,view,2026-07-01 04:38:00
2356,P0070,view,2026-07-01 04:39:00
2395,P0051,view,2026-07-01 04:40:00
2550,P0056,view,2026-07-01 04:41:00
2997,P0013,view,2026-07-01 04:42:00
2440,P0072,view,2026-07-01 04:43:00
713,P0057,purchase,2026-07-01 04:44:00
3179,P0049,view,2026-07-01 04:45:00
4084,P0025,cart,2026-07-01 04:46:00
529,P0066,purchase,2026-07-01 04:47:00
2213,P0019,cart,2026-07-01 04:48:00
2645,P0012,view,2026-07-01 04:49:00
3924,P0026,view,2026-07-01 04:50:00
2364,P0037,view,2026-07-01 04:51:00
1147,P0060,view,2026-07-01 04:52:00
2075,P0041,cart,2026-07-01 04:53:00
3116,P0056,view,2026-07-01 04:54:00
1083,P0026,view,2026-07-01 04:55:00
3920,P0009,view,2026-07-01 04:56:00
2883,P0065,purchase,2026-07-01 04:57:00
628,P0026,view,2026-07-01 04:58:00
3850,P0041,view,2026-07-01 04:59:00
3079,P0030,view,2026-07-01 05:00:00
1532,P0052,purchase,2026-07-01 05:01:00
1809,P0027,cart,2026-07-01 05:02:00
1169,P0016,view,2026-07-01 05:03:00
1445,P0011,view,2026-07-01 05:04:00
4099,P0004,view,2026-07-01 05:05:00
771,P0058,view,2026-07-01 05:06:00
1340,P0035,cart,2026-07-01 05:07:00
3463,P0052,view,2026-07-01 05:08:00
3599,P0059,cart,2026-07-01 05:09:00
1092,P0066,view,2026-07-01 05:10:00
358,P0032,view,2026-07-01 05:11:00
4425,P0017,view,2026-07-01 05:12:00
2497,P0016,view,2026-07-01 05:13:00
2694,P0011,view,2026-07-01 05:14:00
1899,P0060,view,2026-07-01 05:15:00
2722,P0030,view,2026-07-01 05:16:00
3230,P0035,view,2026-07-01 05:17:00
1675,P0013,view,2026-07-01 05:18:00
2412,P0056,cart,2026-07-01 05:19:00
859,P0035,view,2026-07-01 05:20:00
1154,P0019,view,2026-07-01 05:21:00
272,P0061,cart,2026-07-01 05:22:00
328,P0028,view,2026-07-01 05:23:00
3490,P0067,purchase,2026-07-01 05:24:00
3591,P0020,view,2026-07-01 05:25:00
4205,P0004,view,2026-07-01 05:26:00
3681,P0065,view,2026-07-01 05:27:00
1859,P0016,cart,2026-07-01 05:28:00
335,P0056,view,2026-07-01 05:29:00
3858,P0031,view,2026-07-01 05:30:00
676,P0070,view,2026-07-01 05:31:00
2437,P0017,cart,2026-07-01 05:32:00
4024,P0016,view,2026-07-01 05:33:00
603,P0044,view,2026-07-01 05:34:00
2280,P0029,view,2026-07-01 05:35:00
1554,P0020,purchase,2026-07-01 05:36:00
288,P0002,view,2026-07-01 05:37:00
911,P0070,purchase,2026-07-01 05:38:00
925,P0047,view,2026-07-01 05:39:00
3787,P0038,cart,2026-07-01 05:40:00
597,P0009,view,2026-07-01 05:41:00
4300,P0068,view,2026-07-01 05:42:00
2956,P0063,purchase,2026-07-01 05:43:00
2376,P0044,view,2026-07-01 05:44:00
156,P0012,view,2026-07-01 05:45:00
3691,P0001,purchase,2026-07-01 05:46:00
7,P0010,view,2026-07-01 05:47:00
4309,P0045,view,2026-07-01 05:48:00
746,P0021,view,2026-07-01 05:49:00
519,P0016,view,2026-07-01 05:50:00
2293,P0056,view,2026-07-01 05:51:00
417,P0044,view,2026-07-01 05:52:00
162,P0026,view,2026-07-01 05:53:00
4300,P0062,view,2026-07-01 05:54:00
2774,P0036,view,2026-07-01 05:55:00
2379,P0018,purchase,2026-07-01 05:56:00
249,P0066,view,2026-07-01 05:57:00
2094,P0041,view,2026-07-01 05:58:00
3745,P0046,view,2026-07-01 05:59:00
2001,P0021,view,2026-07-01 06:00:00
4006,P0022,cart,2026-07-01 06:01:00
3598,P0059,view,2026-07-01 06:02:00
3542,P0034,view,2026-07-01 06:03:00
2024,P0037,cart,2026-07-01 06:04:00
2328,P0006,view,2026-07-01 06:05:00
474,P0007,view,2026-07-01 06:06:00
1050,P0058,view,2026-07-01 06:07:00
1463,P0001,view,2026-07-01 06:08:00
4338,P0004,view,2026-07-01 06:09:00
2143,P0036,view,2026-07-01 06:10:00
3616,P0001,view,2026-07-01 06:11:00
676,P0031,view,2026-07-01 06:12:00
839,P0070,view,2026-07-01 06:13:00
1349,P0023,view,2026-07-01 06:14:00
2228,P0018,purchase,2026-07-01 06:15:00
147,P0018,view,2026-07-01 06:16:00
194,P0033,view,2026-07-01 06:17:00
4436,P0003,view,2026-07-01 06:18:00
2839,P0023,view,2026-07-01 06:19:00
234,P0039,view,2026-07-01 06:20:00
2505,P0055,view,2026-07-01 06:21:00
804,P0007,view,2026-07-01 06:22:00
603,P0004,view,2026-07-01 06:23:00
392,P0022,view,2026-07-01 06:24:00
2369,P0035,purchase,2026-07-01 06:25:00
3040,P0010,view,2026-07-01 06:26:00
3086,P0014,view,2026-07-01 06:27:00
39,P0057,cart,2026-07-01 06:28:00
3867,P0025,cart,2026-07-01 06:29:00
2319,P0009,view,2026-07-01 06:30:00
1808,P0065,cart,2026-07-01 06:31:00
3123,P0018,cart,2026-07-01 06:32:00
2013,P0060,view,2026-07-01 06:33:00
4317,P0006,view,2026-07-01 06:34:00
2207,P0046,view,2026-07-01 06:35:00
1079,P0028,cart,2026-07-01 06:36:00
2668,P0012,view,2026-07-01 06:37:00
282,P0052,view,2026-07-01 06:38:00
1157,P0035,view,2026-07-01 06:39:00
1382,P0054,purchase,2026-07-01 06:40:00
464,P0056,view,2026-07-01 06:41:00
3321,P0044,view,2026-07-01 06:42:00
1504,P0008,purchase,2026-07-01 06:43:00
2153,P0036,purchase,2026-07-01 06:44:00
670,P0020,cart,2026-07-01 06:45:00
2990,P0072,cart,2026-07-01 06:46:00
4334,P0002,view,2026-07-01 06:47:00
1051,P0006,cart,2026-07-01 06:48:00
2987,P0001,view,2026-07-01 06:49:00
2401,P0069,view,2026-07-01 06:50:00
1717,P0066,view,2026-07-01 06:51:00
1919,P0046,view,2026-07-01 06:52:00
3046,P0025,view,2026-07-01 06:53:00
3606,P0064,view,2026-07-01 06:54:00
2723,P0003,view,2026-07-01 06:55:00
1765,P0036,cart,2026-07-01 06:56:00
3892,P0044,cart,2026-07-01 06:57:00
3568,P0022,view,2026-07-01 06:58:00
189,P0050,purchase,2026-07-01 06:59:00
518,P0044,view,2026-07-01 07:00:00
3274,P0054,view,2026-07-01 07:01:00
1734,P0045,cart,2026-07-01 07:02:00
2523,P0044,view,2026-07-01 07:03:00
3384,P0050,view,2026-07-01 07:04:00
3925,P0052,cart,2026-07-01 07:05:00
1233,P0053,cart,2026-07-01 07:06:00
1384,P0019,view,2026-07-01 07:07:00
7,P0050,view,2026-07-01 07:08:00
2587,P0027,view,2026-07-01 07:09:00
1333,P0030,cart,2026-07-01 07:10:00
2974,P0070,purchase,2026-07-01 07:11:00
213,P0016,cart,2026-07-01 07:12:00
2114,P0055,view,2026-07-01 07:13:00
450,P0002,cart,2026-07-01 07:14:00
2006,P0008,view,2026-07-01 07:15:00
1414,P0061,cart,2026-07-01 07:16:00
261,P0046,view,2026-07-01 07:17:00
1887,P0010,view,2026-07-01 07:18:00
279,P0062,view,2026-07-01 07:19:00
723,P0040,cart,2026-07-01 07:20:00
2377,P0001,view,2026-07-01 07:21:00
1764,P0045,view,2026-07-01 07:22:00
3671,P0041,cart,2026-07-01 07:23:00
344,P0048,view,2026-07-01 07:24:00
422,P0072,view,2026-07-01 07:25:00
2333,P0035,view,2026-07-01 07:26:00
2221,P0020,view,2026-07-01 07:27:00
714,P0059,cart,2026-07-01 07:28:00
153,P0064,cart,2026-07-01 07:29:00
2510,P0030,view,2026-07-01 07:30:00
3303,P0038,purchase,2026-07-01 07:31:00
2957,P0020,purchase,2026-07-01 07:32:00
4453,P0018,purchase,2026-07-01 07:33:00
3920,P0029,purchase,2026-07-01 07:34:00
3312,P0070,view,2026-07-01 07:35:00
1588,P0001,view,2026-07-01 07:36:00
3770,P0058,view,2026-07-01 07:37:00
1531,P0067,cart,2026-07-01 07:38:00
2723,P0070,cart,2026-07-01 07:39:00
3987,P0030,view,2026-07-01 07:40:00
3033,P0043,view,2026-07-01 07:41:00
1709,P0002,view,2026-07-01 07:42:00
562,P0044,purchase,2026-07-01 07:43:00
1435,P0063,view,2026-07-01 07:44:00
1234,P0018,view,2026-07-01 07:45:00
2381,P0017,cart,2026-07-01 07:46:00
3241,P0041,view,2026-07-01 07:47:00
3078,P0029,view,2026-07-01 07:48:00
1443,P0051,view,2026-07-01 07:49:00
2980,P0045,purchase,2026-07-01 07:50:00
4115,P0027,view,2026-07-01 07:51:00
2545,P0028,view,2026-07-01 07:52:00
4311,P0053,cart,2026-07-01 07:53:00
789,P0063,view,2026-07-01 07:54:00
3866,P0071,view,2026-07-01 07:55:00
3978,P0013,cart,2026-07-01 07:56:00
4422,P0030,view,2026-07-01 07:57:00
3812,P0024,view,2026-07-01 07:58:00
1121,P0053,view,2026-07-01 07:59:00
2490,P0038,cart,2026-07-01 08:00:00
3288,P0033,view,2026-07-01 08:01:00
3588,P0044,view,2026-07-01 08:02:00
732,P0061,view,2026-07-01 08:03:00
4221,P0043,view,2026-07-01 08:04:00
1802,P0009,view,2026-07-01 08:05:00
4380,P0070,view,2026-07-01 08:06:00
688,P0010,cart,2026-07-01 08:07:00
3200,P0054,view,2026-07-01 08:08:00
2333,P0054,cart,2026-07-01 08:09:00
1141,P0007,view,2026-07-01 08:10:00
980,P0027,view,2026-07-01 08:11:00
4,P0017,view,2026-07-01 08:12:00
2279,P0036,cart,2026-07-01 08:13:00
666,P0069,view,2026-07-01 08:14:00
3634,P0024,view,2026-07-01 08:15:00
544,P0012,cart,2026-07-01 08:16:00
1402,P0068,view,2026-07-01 08:17:00
1746,P0029,cart,2026-07-01 08:18:00
3137,P0019,view,2026-07-01 08:19:00
408,P0007,view,2026-07-01 08:20:00
912,P0039,cart,2026-07-01 08:21:00
3424,P0028,view,2026-07-01 08:22:00
3886,P0013,cart,2026-07-01 08:23:00
142,P0066,cart,2026-07-01 08:24:00
1606,P0056,view,2026-07-01 08:25:00
4313,P0011,purchase,2026-07-01 08:26:00
2056,P0019,view,2026-07-01 08:27:00
3258,P0062,view,2026-07-01 08:28:00
796,P0070,view,2026-07-01 08:29:00
4203,P0011,view,2026-07-01 08:30:00
4506,P0069,view,2026-07-01 08:31:00
160,P0050,view,2026-07-01 08:32:00
2161,P0063,view,2026-07-01 08:33:00
4042,P0020,view,2026-07-01 08:34:00
952,P0031,view,2026-07-01 08:35:00
1639,P0043,view,2026-07-01 08:36:00
1045,P0016,view,2026-07-01 08:37:00
4013,P0050,view,2026-07-01 08:38:00
4018,P0040,cart,2026-07-01 08:39:00
1193,P0038,view,2026-07-01 08:40:00
2368,P0026,view,2026-07-01 08:41:00
115,P0014,view,2026-07-01 08:42:00
2884,P0029,view,2026-07-01 08:43:00
3736,P0026,view,2026-07-01 08:44:00
467,P0003,view,2026-07-01 08:45:00
3267,P0001,view,2026-07-01 08:46:00
2573,P0017,view,2026-07-01 08:47:00
549,P0067,view,2026-07-01 08:48:00
1338,P0017,view,2026-07-01 08:49:00
1356,P0055,view,2026-07-01 08:50:00
1414,P0015,view,2026-07-01 08:51:00
1490,P0027,view,2026-07-01 08:52:00
1349,P0015,view,2026-07-01 08:53:00
654,P0050,view,2026-07-01 08:54:00
3102,P0069,purchase,2026-07-01 08:55:00
2874,P0014,view,2026-07-01 08:56:00
2053,P0051,cart,2026-07-01 08:57:00
201,P0016,view,2026-07-01 08:58:00
1774,P0035,view,2026-07-01 08:59:00
434,P0041,view,2026-07-01 09:00:00
4015,P0017,view,2026-07-01 09:01:00
2557,P0010,view,2026-07-01 09:02:00
857,P0019,view,2026-07-01 09:03:00
855,P0039,cart,2026-07-01 09:04:00
1674,P0022,view,2026-07-01 09:05:00
1400,P0005,view,2026-07-01 09:06:00
2761,P0040,view,2026-07-01 09:07:00
250,P0038,view,2026-07-01 09:08:00
3659,P0069,view,2026-07-01 09:09:00
1851,P0028,cart,2026-07-01 09:10:00
1095,P0013,view,2026-07-01 09:11:00
1558,P0030,view,2026-07-01 09:12:00
3431,P0067,view,2026-07-01 09:13:00
1360,P0041,view,2026-07-01 09:14:00
702,P0046,purchase,2026-07-01 09:15:00
1865,P0043,cart,2026-07-01 09:16:00
3992,P0040,view,2026-07-01 09:17:00
214,P0062,view,2026-07-01 09:18:00
3831,P0030,cart,2026-07-01 09:19:00
1019,P0009,view,2026-07-01 09:20:00
3959,P0064,view,2026-07-01 09:21:00
50,P0031,view,2026-07-01 09:22:00
1190,P0052,view,2026-07-01 09:23:00
4245,P0003,view,2026-07-01 09:24:00
734,P0018,view,2026-07-01 09:25:00
1281,P0037,cart,2026-07-01 09:26:00
1115,P0016,cart,2026-07-01 09:27:00
620,P0005,view,2026-07-01 09:28:00
827,P0023,cart,2026-07-01 09:29:00
2687,P0002,view,2026-07-01 09:30:00
756,P0035,cart,2026-07-01 09:31:00
2041,P0006,view,2026-07-01 09:32:00
1310,P0065,purchase,2026-07-01 09:33:00
233,P0025,view,2026-07-01 09:34:00
1633,P0051,view,2026-07-01 09:35:00
4004,P0022,view,2026-07-01 09:36:00
3064,P0034,cart,2026-07-01 09:37:00
4309,P0005,view,2026-07-01 09:38:00
1430,P0046,view,2026-07-01 09:39:00
2047,P0072,purchase,2026-07-01 09:40:00
741,P0017,view,2026-07-01 09:41:00
2347,P0041,purchase,2026-07-01 09:42:00
4408,P0012,view,2026-07-01 09:43:00
2263,P0046,view,2026-07-01 09:44:00
3722,P0059,view,2026-07-01 09:45:00
1813,P0037,purchase,2026-07-01 09:46:00
1796,P0029,view,2026-07-01 09:47:00
2278,P0053,view,2026-07-01 09:48:00
3841,P0071,purchase,2026-07-01 09:49:00
1958,P0033,view,2026-07-01 09:50:00
1221,P0064,view,2026-07-01 09:51:00
1883,P0044,purchase,2026-07-01 09:52:00
2389,P0005,view,2026-07-01 09:53:00
1967,P0024,cart,2026-07-01 09:54:00
3159,P0025,view,2026-07-01 09:55:00
4219,P0054,view,2026-07-01 09:56:00
2181,P0048,cart,2026-07-01 09:57:00
702,P0019,view,2026-07-01 09:58:00
1401,P0004,view,2026-07-01 09:59:00
3745,P0072,view,2026-07-01 10:00:00
2997,P0030,view,2026-07-01 10:01:00
284,P0003,view,2026-07-01 10:02:00
4216,P0033,cart,2026-07-01 10:03:00
2482,P0050,view,2026-07-01 10:04:00
1443,P0061,view,2026-07-01 10:05:00
1664,P0053,cart,2026-07-01 10:06:00
4492,P0053,view,2026-07-01 10:07:00
1117,P0054,view,2026-07-01 10:08:00
3021,P0048,view,2026-07-01 10:09:00
1183,P0030,cart,2026-07-01 10:10:00
91,P0028,cart,2026-07-01 10:11:00
4375,P0008,cart,2026-07-01 10:12:00
3073,P0033,view,2026-07-01 10:13:00
4499,P0018,cart,2026-07-01 10:14:00
4464,P0026,view,2026-07-01 10:15:00
2174,P0020,view,2026-07-01 10:16:00
2341,P0004,view,2026-07-01 10:17:00
1327,P0031,view,2026-07-01 10:18:00
2853,P0042,view,2026-07-01 10:19:00
4330,P0032,view,2026-07-01 10:20:00
3578,P0048,view,2026-07-01 10:21:00
561,P0048,purchase,2026-07-01 10:22:00
3995,P0011,view,2026-07-01 10:23:00
924,P0058,purchase,2026-07-01 10:24:00
2834,P0066,view,2026-07-01 10:25:00
393,P0023,view,2026-07-01 10:26:00
3821,P0069,view,2026-07-01 10:27:00
301,P0012,view,2026-07-01 10:28:00
1872,P0062,view,2026-07-01 10:29:00
